,age,gender,item,category,purchase_amt_usd,Location,size,color,season,review_rating,subscription_status,payment_method,shipping,discount_applied,promo_code_used,previous_purchases,preferred_payment_method,frequency_of_purchases,region,age_category,rating_category
155,41,Male,Dress,Clothing,98,Oklahoma,M,Charcoal,Fall,3.6,Yes,Debit Card,Next Day Air,Yes,Yes,21,Venmo,Quarterly,Southwest,Middle Age Adult,Good
156,63,Male,Socks,Clothing,77,Maine,S,Olive,Spring,4.3,Yes,Cash,Free Shipping,Yes,Yes,21,Bank Transfer,Quarterly,Northeast,Senior Adult,Very Good
157,35,Male,Shorts,Clothing,26,Missouri,M,Lavender,Fall,4.0,Yes,Venmo,Standard,Yes,Yes,40,Debit Card,Annually,Central,Adult,Very Good
158,36,Male,Hat,Accessories,68,Vermont,S,Yellow,Fall,3.0,Yes,Debit Card,Next Day Air,Yes,Yes,1,Bank Transfer,Fortnightly,Northeast,Adult,Good
159,25,Male,Shirt,Clothing,73,Connecticut,XL,Teal,Fall,4.1,Yes,Bank Transfer,Standard,Yes,Yes,50,Bank Transfer,Monthly,Northeast,Adult,Very Good
160,58,Male,Gloves,Accessories,27,New Hampshire,M,Charcoal,Fall,3.8,Yes,Debit Card,Store Pickup,Yes,Yes,39,Bank Transfer,Quarterly,Northeast,Middle Age Adult,Good
161,27,Male,Gloves,Accessories,23,Texas,M,Orange,Summer,4.6,Yes,Bank Transfer,Free Shipping,Yes,Yes,34,Venmo,Monthly,Southwest,Adult,Very Good
162,65,Male,Backpack,Accessories,49,North Dakota,M,Olive,Fall,3.0,Yes,Venmo,Express,Yes,Yes,29,Venmo,Fortnightly,North,Senior Adult,Good
163,54,Male,Sunglasses,Accessories,74,California,M,Turquoise,Summer,3.0,Yes,Credit Card,Store Pickup,Yes,Yes,31,PayPal,Bi-Weekly,West,Middle Age Adult,Good
164,54,Male,Skirt,Clothing,67,Virginia,M,Purple,Summer,3.4,Yes,PayPal,Standard,Yes,Yes,8,Debit Card,Weekly,South,Middle Age Adult,Good
165,59,Male,Handbag,Accessories,65,Delaware,S,Purple,Spring,2.6,Yes,Debit Card,Free Shipping,Yes,Yes,5,Credit Card,Fortnightly,Northeast,Middle Age Adult,Pass
166,42,Male,Handbag,Accessories,60,Kentucky,S,Yellow,Winter,2.8,Yes,Credit Card,Store Pickup,Yes,Yes,7,Cash,Monthly,Central,Middle Age Adult,Pass
167,46,Male,Sneakers,Footwear,31,Delaware,XL,Indigo,Fall,4.0,Yes,Cash,Store Pickup,Yes,Yes,30,Cash,Monthly,Northeast,Middle Age Adult,Very Good
168,33,Male,Gloves,Accessories,27,Arkansas,M,Green,Fall,4.0,Yes,Venmo,Express,Yes,Yes,14,Credit Card,Quarterly,South,Adult,Very Good
169,34,Male,Shoes,Footwear,80,Louisiana,M,Magenta,Summer,3.0,Yes,Bank Transfer,Express,Yes,Yes,5,Cash,Fortnightly,South,Adult,Good
170,27,Male,Jacket,Outerwear,30,Nevada,S,Gold,Summer,3.3,Yes,Credit Card,Standard,Yes,Yes,3,PayPal,Quarterly,West,Adult,Good
171,52,Male,Shirt,Clothing,25,Wyoming,M,Maroon,Fall,2.6,Yes,Venmo,Store Pickup,Yes,Yes,46,Venmo,Bi-Weekly,West,Middle Age Adult,Pass
172,29,Male,Shorts,Clothing,35,Virginia,M,Blue,Summer,3.6,Yes,Debit Card,Store Pickup,Yes,Yes,4,Credit Card,Weekly,South,Adult,Good
173,54,Male,Jewelry,Accessories,67,Nebraska,M,Violet,Summer,3.9,Yes,Bank Transfer,Next Day Air,Yes,Yes,42,Credit Card,Bi-Weekly,Central,Middle Age Adult,Good
174,25,Male,Hat,Accessories,46,Hawaii,M,Turquoise,Fall,3.4,Yes,PayPal,Standard,Yes,Yes,30,Cash,Annually,West,Adult,Good
175,41,Male,Shoes,Footwear,35,Vermont,L,Brown,Winter,3.5,Yes,Venmo,Express,Yes,Yes,37,Venmo,Annually,Northeast,Middle Age Adult,Good
176,53,Male,Coat,Outerwear,86,Oklahoma,L,Violet,Fall,2.8,Yes,Debit Card,Next Day Air,Yes,Yes,2,Bank Transfer,Annually,Southwest,Middle Age Adult,Pass
177,53,Male,Backpack,Accessories,81,New Hampshire,L,Black,Spring,2.7,Yes,Bank Transfer,Next Day Air,Yes,Yes,30,Credit Card,Quarterly,Northeast,Middle Age Adult,Pass
178,21,Male,Hoodie,Clothing,42,Kansas,L,Magenta,Fall,3.7,Yes,Debit Card,Next Day Air,Yes,Yes,47,Bank Transfer,Monthly,Central,Adult,Good
179,61,Male,Skirt,Clothing,43,Idaho,L,Lavender,Fall,4.3,Yes,Debit Card,2-Day Shipping,Yes,Yes,21,PayPal,Quarterly,West,Senior Adult,Very Good
180,64,Male,Boots,Footwear,31,Illinois,M,Violet,Fall,4.9,Yes,Debit Card,Store Pickup,Yes,Yes,9,Bank Transfer,Fortnightly,Midwest,Senior Adult,Very Good
181,51,Male,Sandals,Footwear,81,South Dakota,L,Green,Fall,3.3,Yes,Cash,Store Pickup,Yes,Yes,12,Debit Card,Fortnightly,North,Middle Age Adult,Good
182,32,Male,Pants,Clothing,61,Massachusetts,M,Beige,Summer,4.7,Yes,Venmo,Next Day Air,Yes,Yes,4,Bank Transfer,Weekly,Northeast,Adult,Very Good
183,38,Male,Gloves,Accessories,96,Alabama,XL,Purple,Summer,2.8,Yes,Venmo,Store Pickup,Yes,Yes,10,Debit Card,Annually,South,Adult,Pass
184,58,Male,Skirt,Clothing,29,Ohio,XL,Beige,Spring,3.6,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,26,Credit Card,Weekly,Midwest,Middle Age Adult,Good
185,32,Male,Sneakers,Footwear,33,Hawaii,L,Cyan,Spring,3.0,Yes,Cash,Express,Yes,Yes,40,Cash,Fortnightly,West,Adult,Good
186,46,Male,T-shirt,Clothing,32,Wisconsin,XL,Silver,Summer,4.5,Yes,Bank Transfer,Store Pickup,Yes,Yes,34,Bank Transfer,Fortnightly,Midwest,Middle Age Adult,Very Good
187,39,Male,Backpack,Accessories,56,Minnesota,S,Lavender,Summer,2.9,Yes,Debit Card,Standard,Yes,Yes,31,Debit Card,Annually,North,Adult,Pass
188,19,Male,Shoes,Footwear,94,Georgia,S,Purple,Spring,3.3,Yes,Credit Card,Store Pickup,Yes,Yes,1,Bank Transfer,Bi-Weekly,South,Teen,Good
189,50,Male,Hoodie,Clothing,53,Arkansas,M,Pink,Spring,3.1,Yes,Credit Card,Express,Yes,Yes,5,Bank Transfer,Bi-Weekly,South,Middle Age Adult,Good
190,36,Male,Blouse,Clothing,82,West Virginia,M,Maroon,Fall,4.4,Yes,Venmo,Next Day Air,Yes,Yes,4,Credit Card,Weekly,South,Adult,Very Good
191,65,Male,Coat,Outerwear,70,Indiana,XL,Beige,Fall,3.0,Yes,Venmo,Free Shipping,Yes,Yes,48,Venmo,Quarterly,Midwest,Senior Adult,Good
192,64,Male,Hat,Accessories,76,Utah,M,Gray,Fall,3.9,Yes,Credit Card,Free Shipping,Yes,Yes,29,Cash,Quarterly,West,Senior Adult,Good
193,46,Male,Shoes,Footwear,29,Nebraska,L,Turquoise,Summer,2.9,Yes,Venmo,Express,Yes,Yes,12,PayPal,Bi-Weekly,Central,Middle Age Adult,Pass
194,36,Male,Belt,Accessories,100,North Dakota,S,Silver,Fall,3.0,Yes,PayPal,Standard,Yes,Yes,29,Venmo,Annually,North,Adult,Good
195,51,Male,Backpack,Accessories,94,Missouri,M,Olive,Spring,3.1,Yes,Venmo,Express,Yes,Yes,15,Debit Card,Quarterly,Central,Middle Age Adult,Good
196,51,Male,Jacket,Outerwear,25,New York,M,Magenta,Fall,4.3,Yes,Credit Card,Free Shipping,Yes,Yes,34,Credit Card,Monthly,Northeast,Middle Age Adult,Very Good
197,38,Male,Boots,Footwear,88,Washington,M,Lavender,Summer,3.9,Yes,Cash,Next Day Air,Yes,Yes,41,Credit Card,Fortnightly,West,Adult,Good
198,59,Male,Scarf,Accessories,78,South Carolina,M,Black,Fall,3.2,Yes,Debit Card,2-Day Shipping,Yes,Yes,41,Credit Card,Monthly,South,Middle Age Adult,Good
199,57,Male,Jewelry,Accessories,45,Utah,M,Turquoise,Winter,4.8,Yes,Cash,Standard,Yes,Yes,39,Credit Card,Fortnightly,West,Middle Age Adult,Very Good
200,54,Male,Hat,Accessories,73,Idaho,XL,Green,Summer,3.8,Yes,Debit Card,Express,Yes,Yes,32,Cash,Weekly,West,Middle Age Adult,Good
201,25,Male,Dress,Clothing,61,Pennsylvania,S,Teal,Summer,3.3,Yes,PayPal,Next Day Air,Yes,Yes,29,Venmo,Monthly,Northeast,Adult,Good
202,69,Male,Blouse,Clothing,22,Missouri,S,Beige,Fall,4.3,Yes,Bank Transfer,Free Shipping,Yes,Yes,15,Bank Transfer,Annually,Central,Senior Adult,Very Good
203,57,Male,Hat,Accessories,38,Nebraska,L,Magenta,Spring,2.7,Yes,Bank Transfer,Express,Yes,Yes,33,Venmo,Annually,Central,Middle Age Adult,Pass
204,70,Male,Scarf,Accessories,38,Indiana,S,Yellow,Fall,3.2,Yes,PayPal,Next Day Air,Yes,Yes,18,Bank Transfer,Weekly,Midwest,Senior Adult,Good
205,24,Male,Sneakers,Footwear,100,Arizona,M,Yellow,Fall,4.0,Yes,PayPal,Store Pickup,Yes,Yes,35,Cash,Bi-Weekly,West,Adult,Very Good
206,67,Male,Shirt,Clothing,64,Hawaii,M,Silver,Winter,3.0,Yes,Bank Transfer,Standard,Yes,Yes,25,PayPal,Weekly,West,Senior Adult,Good
207,24,Male,T-shirt,Clothing,55,Wisconsin,L,Silver,Summer,4.2,Yes,Venmo,Free Shipping,Yes,Yes,6,Venmo,Fortnightly,Midwest,Adult,Very Good
208,62,Male,Gloves,Accessories,91,Rhode Island,M,Silver,Summer,2.9,Yes,Venmo,Express,Yes,Yes,17,Bank Transfer,Bi-Weekly,Northeast,Senior Adult,Pass
209,57,Male,Skirt,Clothing,38,Wisconsin,M,Gold,Spring,4.1,Yes,Cash,Store Pickup,Yes,Yes,17,Credit Card,Monthly,Midwest,Middle Age Adult,Very Good
210,55,Male,Sandals,Footwear,97,Minnesota,S,Olive,Winter,3.2,Yes,Bank Transfer,Store Pickup,Yes,Yes,44,Cash,Quarterly,North,Middle Age Adult,Good
211,45,Male,Jacket,Outerwear,22,Vermont,L,Teal,Fall,3.0,Yes,Venmo,2-Day Shipping,Yes,Yes,6,PayPal,Fortnightly,Northeast,Middle Age Adult,Good
212,69,Male,Skirt,Clothing,92,South Dakota,L,Maroon,Fall,4.2,Yes,Venmo,2-Day Shipping,Yes,Yes,45,Debit Card,Fortnightly,North,Senior Adult,Very Good
213,67,Male,Handbag,Accessories,84,Virginia,L,Blue,Fall,4.2,Yes,Venmo,Express,Yes,Yes,7,Debit Card,Annually,South,Senior Adult,Very Good
214,30,Male,Handbag,Accessories,93,Nevada,L,Peach,Fall,4.4,Yes,Cash,Store Pickup,Yes,Yes,11,Debit Card,Quarterly,West,Adult,Very Good
215,24,Male,Jacket,Outerwear,50,Hawaii,L,Blue,Summer,4.2,Yes,Cash,Next Day Air,Yes,Yes,41,Cash,Quarterly,West,Adult,Very Good
216,62,Male,Scarf,Accessories,64,New Jersey,S,Orange,Spring,2.8,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,24,PayPal,Bi-Weekly,Northeast,Senior Adult,Pass
217,43,Male,Shorts,Clothing,61,Massachusetts,L,Yellow,Spring,3.7,Yes,Cash,Free Shipping,Yes,Yes,21,Venmo,Weekly,Northeast,Middle Age Adult,Good
218,35,Male,Sunglasses,Accessories,48,Oklahoma,M,Purple,Winter,3.5,Yes,Venmo,Next Day Air,Yes,Yes,24,Bank Transfer,Annually,Southwest,Adult,Good
219,28,Male,T-shirt,Clothing,45,California,S,Magenta,Spring,2.9,Yes,Credit Card,Store Pickup,Yes,Yes,8,Credit Card,Quarterly,West,Adult,Pass
220,32,Male,Belt,Accessories,88,Nevada,M,Cyan,Spring,3.0,Yes,Venmo,Free Shipping,Yes,Yes,12,Cash,Fortnightly,West,Adult,Good
221,39,Male,Sneakers,Footwear,57,Arizona,S,Indigo,Spring,3.7,Yes,Debit Card,Express,Yes,Yes,48,Debit Card,Fortnightly,West,Adult,Good
222,28,Male,Hat,Accessories,68,North Carolina,XL,Magenta,Summer,4.4,Yes,Debit Card,Store Pickup,Yes,Yes,6,Bank Transfer,Quarterly,South,Adult,Very Good
223,47,Male,Gloves,Accessories,94,New York,XL,Gray,Spring,4.5,Yes,Venmo,2-Day Shipping,Yes,Yes,14,PayPal,Fortnightly,Northeast,Middle Age Adult,Very Good
224,20,Male,Pants,Clothing,41,Wyoming,M,Turquoise,Spring,4.8,Yes,Venmo,Free Shipping,Yes,Yes,34,PayPal,Annually,West,Adult,Very Good
225,63,Male,Socks,Clothing,83,South Dakota,S,Beige,Summer,2.9,Yes,PayPal,Free Shipping,Yes,Yes,12,Cash,Quarterly,North,Senior Adult,Pass
226,25,Male,Jacket,Outerwear,22,Arkansas,M,Olive,Spring,3.2,Yes,Debit Card,Next Day Air,Yes,Yes,11,Bank Transfer,Annually,South,Adult,Good
227,29,Male,Shoes,Footwear,74,Texas,L,Violet,Spring,3.3,Yes,Cash,Free Shipping,Yes,Yes,5,PayPal,Monthly,Southwest,Adult,Good
228,50,Male,Jeans,Clothing,90,Rhode Island,M,Turquoise,Winter,4.2,Yes,Venmo,Standard,Yes,Yes,25,Venmo,Fortnightly,Northeast,Middle Age Adult,Very Good
229,18,Male,Socks,Clothing,79,New Hampshire,M,White,Spring,2.9,Yes,Credit Card,Store Pickup,Yes,Yes,11,Credit Card,Annually,Northeast,Teen,Pass
230,70,Male,Sandals,Footwear,28,Ohio,S,Silver,Spring,4.6,Yes,Cash,Next Day Air,Yes,Yes,27,PayPal,Quarterly,Midwest,Senior Adult,Very Good
231,66,Male,Scarf,Accessories,88,Utah,L,Olive,Fall,4.1,Yes,Venmo,Standard,Yes,Yes,43,Credit Card,Annually,West,Senior Adult,Very Good
232,28,Male,Blouse,Clothing,26,Tennessee,M,Blue,Spring,3.1,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,18,Debit Card,Quarterly,South,Adult,Good
233,54,Male,Jewelry,Accessories,27,Hawaii,L,Purple,Winter,4.2,Yes,Bank Transfer,Express,Yes,Yes,32,Bank Transfer,Bi-Weekly,West,Middle Age Adult,Very Good
234,19,Male,Sweater,Clothing,83,Arizona,XL,Yellow,Fall,4.5,Yes,PayPal,Next Day Air,Yes,Yes,27,Bank Transfer,Quarterly,West,Teen,Very Good
235,20,Male,Gloves,Accessories,39,South Dakota,S,Silver,Summer,3.7,Yes,PayPal,Next Day Air,Yes,Yes,24,Credit Card,Weekly,North,Adult,Good
236,43,Male,Sunglasses,Accessories,89,New Jersey,M,Cyan,Winter,3.7,Yes,Cash,Free Shipping,Yes,Yes,31,Debit Card,Quarterly,Northeast,Middle Age Adult,Good
237,38,Male,Coat,Outerwear,68,North Dakota,L,Green,Winter,3.4,Yes,Debit Card,Next Day Air,Yes,Yes,39,PayPal,Fortnightly,North,Adult,Good
238,50,Male,Dress,Clothing,90,Iowa,M,Beige,Summer,3.0,Yes,Venmo,Store Pickup,Yes,Yes,36,Debit Card,Fortnightly,Central,Middle Age Adult,Good
239,64,Male,Skirt,Clothing,34,Ohio,M,Peach,Fall,4.2,Yes,Debit Card,Free Shipping,Yes,Yes,5,Cash,Annually,Midwest,Senior Adult,Very Good
240,49,Male,Pants,Clothing,51,Vermont,L,Yellow,Summer,2.9,Yes,PayPal,Express,Yes,Yes,47,Credit Card,Bi-Weekly,Northeast,Middle Age Adult,Pass
241,47,Male,Sweater,Clothing,45,Montana,XL,Turquoise,Winter,3.5,Yes,Credit Card,Free Shipping,Yes,Yes,29,Bank Transfer,Fortnightly,West,Middle Age Adult,Good
242,36,Male,Hoodie,Clothing,88,Delaware,M,Peach,Winter,4.1,Yes,PayPal,Free Shipping,Yes,Yes,43,Venmo,Bi-Weekly,Northeast,Adult,Very Good
243,55,Male,Coat,Outerwear,85,New York,L,Gray,Summer,4.3,Yes,Credit Card,Store Pickup,Yes,Yes,40,Debit Card,Quarterly,Northeast,Middle Age Adult,Very Good
244,25,Male,Jewelry,Accessories,100,Kentucky,M,Olive,Winter,2.8,Yes,Credit Card,2-Day Shipping,Yes,Yes,4,Debit Card,Monthly,Central,Adult,Pass
245,53,Male,Belt,Accessories,42,Oregon,S,Indigo,Spring,4.9,Yes,Debit Card,2-Day Shipping,Yes,Yes,39,PayPal,Weekly,West,Middle Age Adult,Very Good
246,49,Male,Sandals,Footwear,53,Rhode Island,L,Charcoal,Summer,3.3,Yes,Cash,Next Day Air,Yes,Yes,45,Venmo,Fortnightly,Northeast,Middle Age Adult,Good
247,35,Male,Sunglasses,Accessories,86,Nevada,XL,Beige,Spring,3.2,Yes,Credit Card,Express,Yes,Yes,20,Venmo,Bi-Weekly,West,Adult,Good
248,29,Male,Sweater,Clothing,66,Montana,XL,Brown,Spring,4.4,Yes,Credit Card,Standard,Yes,Yes,14,Debit Card,Weekly,West,Adult,Very Good
249,47,Male,Belt,Accessories,100,Pennsylvania,M,Blue,Winter,4.8,Yes,Venmo,Express,Yes,Yes,33,PayPal,Weekly,Northeast,Middle Age Adult,Very Good
250,53,Male,Handbag,Accessories,47,Alaska,S,Teal,Fall,4.2,Yes,Cash,Standard,Yes,Yes,18,Credit Card,Annually,West,Middle Age Adult,Very Good
251,33,Male,Skirt,Clothing,25,Mississippi,L,Black,Fall,4.0,Yes,Debit Card,Express,Yes,Yes,9,Bank Transfer,Weekly,South,Adult,Very Good
252,21,Male,Handbag,Accessories,51,Wyoming,XL,Gold,Winter,2.5,Yes,PayPal,Standard,Yes,Yes,34,PayPal,Annually,West,Adult,Pass
253,32,Male,Shorts,Clothing,41,Delaware,M,Violet,Summer,3.9,Yes,Cash,Free Shipping,Yes,Yes,33,Venmo,Fortnightly,Northeast,Adult,Good
254,52,Male,Boots,Footwear,73,Oklahoma,L,Cyan,Winter,4.9,Yes,PayPal,2-Day Shipping,Yes,Yes,15,Bank Transfer,Bi-Weekly,Southwest,Middle Age Adult,Very Good
255,67,Male,Sunglasses,Accessories,42,Indiana,M,White,Winter,3.5,Yes,Credit Card,Store Pickup,Yes,Yes,4,PayPal,Bi-Weekly,Midwest,Senior Adult,Good
256,43,Male,Scarf,Accessories,20,Maryland,M,Charcoal,Spring,4.2,Yes,Debit Card,Free Shipping,Yes,Yes,25,Debit Card,Annually,Northeast,Middle Age Adult,Very Good
257,58,Male,Jewelry,Accessories,30,South Dakota,XL,Violet,Spring,4.7,Yes,Venmo,Express,Yes,Yes,20,Credit Card,Quarterly,North,Middle Age Adult,Very Good
258,20,Male,Handbag,Accessories,53,West Virginia,M,Red,Summer,4.5,Yes,PayPal,Express,Yes,Yes,5,Credit Card,Quarterly,South,Adult,Very Good
259,61,Male,Gloves,Accessories,74,Alabama,S,Lavender,Spring,2.8,Yes,Venmo,Express,Yes,Yes,16,Cash,Quarterly,South,Senior Adult,Pass
260,32,Male,Jeans,Clothing,57,Louisiana,M,Gold,Fall,2.9,Yes,Credit Card,Standard,Yes,Yes,13,Debit Card,Annually,South,Adult,Pass
261,38,Male,Hat,Accessories,57,Montana,S,Red,Winter,3.2,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,11,Credit Card,Quarterly,West,Adult,Good
262,21,Male,Jeans,Clothing,77,California,L,Magenta,Winter,4.9,Yes,Cash,Standard,Yes,Yes,21,Credit Card,Annually,West,Adult,Very Good
263,37,Male,Pants,Clothing,40,Hawaii,M,Teal,Summer,3.7,Yes,Cash,Next Day Air,Yes,Yes,6,Debit Card,Annually,West,Adult,Good
264,27,Male,Shorts,Clothing,46,Iowa,M,Purple,Summer,4.3,Yes,Credit Card,Store Pickup,Yes,Yes,29,Venmo,Monthly,Central,Adult,Very Good
265,36,Male,Pants,Clothing,78,Colorado,S,Charcoal,Fall,3.9,Yes,Venmo,Store Pickup,Yes,Yes,15,Cash,Annually,West,Adult,Good
266,32,Male,Backpack,Accessories,59,Michigan,M,Gray,Spring,3.2,Yes,Venmo,2-Day Shipping,Yes,Yes,17,Bank Transfer,Bi-Weekly,Midwest,Adult,Good
267,51,Male,Jewelry,Accessories,75,Louisiana,L,White,Summer,3.1,Yes,Cash,Express,Yes,Yes,32,Credit Card,Weekly,South,Middle Age Adult,Good
268,64,Male,Sweater,Clothing,54,Maryland,M,Olive,Spring,3.9,Yes,Venmo,2-Day Shipping,Yes,Yes,42,Venmo,Annually,Northeast,Senior Adult,Good
269,68,Male,Shoes,Footwear,42,Georgia,M,Charcoal,Spring,2.6,Yes,Venmo,Store Pickup,Yes,Yes,21,Cash,Monthly,South,Senior Adult,Pass
270,68,Male,Blouse,Clothing,44,Georgia,M,Charcoal,Winter,3.3,Yes,PayPal,Next Day Air,Yes,Yes,9,Cash,Bi-Weekly,South,Senior Adult,Good
271,33,Male,Jeans,Clothing,52,North Dakota,XL,Orange,Fall,4.6,Yes,Debit Card,Free Shipping,Yes,Yes,16,Bank Transfer,Annually,North,Adult,Very Good
272,65,Male,Sunglasses,Accessories,69,Maryland,XL,Yellow,Summer,4.6,Yes,Credit Card,Express,Yes,Yes,42,Credit Card,Fortnightly,Northeast,Senior Adult,Very Good
273,48,Male,Jewelry,Accessories,26,Oregon,M,Beige,Summer,4.4,Yes,PayPal,2-Day Shipping,Yes,Yes,37,Debit Card,Bi-Weekly,West,Middle Age Adult,Very Good
274,69,Male,Coat,Outerwear,33,North Dakota,S,Silver,Spring,4.2,Yes,Cash,Express,Yes,Yes,32,Debit Card,Quarterly,North,Senior Adult,Very Good
275,59,Male,Jewelry,Accessories,32,Maryland,M,Indigo,Spring,3.0,Yes,Credit Card,Express,Yes,Yes,28,Cash,Bi-Weekly,Northeast,Middle Age Adult,Good
276,48,Male,Backpack,Accessories,85,Virginia,XL,Lavender,Winter,4.0,Yes,Debit Card,Express,Yes,Yes,13,Credit Card,Weekly,South,Middle Age Adult,Very Good
277,25,Male,Skirt,Clothing,30,South Dakota,XL,Turquoise,Fall,3.5,Yes,Debit Card,Express,Yes,Yes,11,Bank Transfer,Fortnightly,North,Adult,Good
278,29,Male,Shirt,Clothing,29,Georgia,M,Green,Winter,3.0,Yes,Credit Card,Store Pickup,Yes,Yes,36,Bank Transfer,Bi-Weekly,South,Adult,Good
279,57,Male,Sweater,Clothing,95,Hawaii,M,Orange,Spring,3.7,Yes,Bank Transfer,Express,Yes,Yes,23,Debit Card,Annually,West,Middle Age Adult,Good
280,23,Male,Sneakers,Footwear,69,Arkansas,L,Turquoise,Summer,4.0,Yes,Credit Card,Standard,Yes,Yes,37,Bank Transfer,Monthly,South,Adult,Very Good
281,45,Male,Sandals,Footwear,69,Montana,S,Cyan,Fall,4.2,Yes,Debit Card,2-Day Shipping,Yes,Yes,21,Cash,Bi-Weekly,West,Middle Age Adult,Very Good
282,38,Male,Belt,Accessories,61,Oklahoma,XL,Charcoal,Spring,2.5,Yes,Bank Transfer,Standard,Yes,Yes,22,Debit Card,Bi-Weekly,Southwest,Adult,Pass
283,21,Male,Skirt,Clothing,94,Minnesota,M,Teal,Summer,3.0,Yes,Debit Card,2-Day Shipping,Yes,Yes,9,Cash,Monthly,North,Adult,Good
284,32,Male,Sweater,Clothing,30,Montana,S,Maroon,Fall,3.2,Yes,Debit Card,Next Day Air,Yes,Yes,16,Venmo,Annually,West,Adult,Good
285,63,Male,Skirt,Clothing,45,Ohio,M,Red,Summer,3.5,Yes,PayPal,Standard,Yes,Yes,4,PayPal,Quarterly,Midwest,Senior Adult,Good
286,29,Male,Handbag,Accessories,39,Kentucky,XL,Yellow,Summer,4.8,Yes,Credit Card,Express,Yes,Yes,3,Debit Card,Bi-Weekly,Central,Adult,Very Good
287,27,Male,Jewelry,Accessories,51,Nebraska,L,Gray,Summer,2.6,Yes,Cash,Store Pickup,Yes,Yes,6,Debit Card,Annually,Central,Adult,Pass
288,56,Male,Scarf,Accessories,37,Delaware,L,Blue,Spring,3.4,Yes,Cash,2-Day Shipping,Yes,Yes,18,Venmo,Fortnightly,Northeast,Middle Age Adult,Good
289,30,Male,T-shirt,Clothing,62,North Carolina,M,Lavender,Winter,3.7,Yes,Credit Card,2-Day Shipping,Yes,Yes,34,Venmo,Bi-Weekly,South,Adult,Good
290,49,Male,Coat,Outerwear,85,New York,M,Yellow,Fall,4.5,Yes,Debit Card,2-Day Shipping,Yes,Yes,26,Credit Card,Monthly,Northeast,Middle Age Adult,Very Good
291,58,Male,T-shirt,Clothing,33,Colorado,M,Indigo,Winter,3.7,Yes,Bank Transfer,Standard,Yes,Yes,50,PayPal,Weekly,West,Middle Age Adult,Good
292,57,Male,Dress,Clothing,26,Delaware,XL,Violet,Fall,3.3,Yes,Credit Card,Next Day Air,Yes,Yes,40,Bank Transfer,Monthly,Northeast,Middle Age Adult,Good
293,60,Male,Shoes,Footwear,99,Utah,M,Green,Spring,4.7,Yes,Credit Card,Free Shipping,Yes,Yes,24,Cash,Quarterly,West,Senior Adult,Very Good
294,69,Male,Handbag,Accessories,39,Connecticut,M,White,Spring,2.7,Yes,PayPal,Express,Yes,Yes,33,PayPal,Annually,Northeast,Senior Adult,Pass
295,70,Male,Skirt,Clothing,20,New Jersey,M,Gold,Spring,4.6,Yes,Cash,Store Pickup,Yes,Yes,19,Credit Card,Quarterly,Northeast,Senior Adult,Very Good
296,53,Male,Sunglasses,Accessories,42,West Virginia,M,Indigo,Winter,2.7,Yes,Venmo,Store Pickup,Yes,Yes,24,Credit Card,Quarterly,South,Middle Age Adult,Pass
297,25,Male,Sandals,Footwear,74,Indiana,S,Lavender,Spring,4.8,Yes,PayPal,2-Day Shipping,Yes,Yes,19,Credit Card,Weekly,Midwest,Adult,Very Good
298,48,Male,Shoes,Footwear,26,Delaware,XL,Purple,Summer,4.4,Yes,Bank Transfer,Standard,Yes,Yes,4,Credit Card,Bi-Weekly,Northeast,Middle Age Adult,Very Good
299,69,Male,T-shirt,Clothing,53,Maryland,M,Lavender,Winter,4.0,Yes,Cash,Standard,Yes,Yes,11,Venmo,Quarterly,Northeast,Senior Adult,Very Good
300,25,Male,Sneakers,Footwear,80,Pennsylvania,M,Maroon,Summer,3.2,Yes,Credit Card,Next Day Air,Yes,Yes,28,PayPal,Fortnightly,Northeast,Adult,Good
301,29,Male,Hat,Accessories,98,Iowa,M,Teal,Spring,4.4,Yes,Cash,Store Pickup,Yes,Yes,24,PayPal,Weekly,Central,Adult,Very Good
302,46,Male,Skirt,Clothing,95,Pennsylvania,M,Green,Spring,3.8,Yes,Debit Card,Standard,Yes,Yes,25,Credit Card,Quarterly,Northeast,Middle Age Adult,Good
303,37,Male,Sweater,Clothing,44,Delaware,L,Olive,Summer,3.6,Yes,Venmo,Express,Yes,Yes,27,Bank Transfer,Quarterly,Northeast,Adult,Good
304,20,Male,Sandals,Footwear,60,Oregon,M,Turquoise,Summer,3.3,Yes,Cash,Next Day Air,Yes,Yes,49,Venmo,Weekly,West,Adult,Good
305,40,Male,Dress,Clothing,84,Oregon,M,Green,Winter,3.4,Yes,Venmo,Next Day Air,Yes,Yes,45,Credit Card,Bi-Weekly,West,Middle Age Adult,Good
306,60,Male,Sweater,Clothing,59,Utah,M,Teal,Fall,3.5,Yes,Debit Card,2-Day Shipping,Yes,Yes,26,PayPal,Annually,West,Senior Adult,Good
307,26,Male,Jacket,Outerwear,49,North Dakota,S,White,Summer,3.6,Yes,Debit Card,Express,Yes,Yes,4,Cash,Annually,North,Adult,Good
308,29,Male,Gloves,Accessories,32,Florida,M,Orange,Winter,3.2,Yes,Cash,Free Shipping,Yes,Yes,3,Credit Card,Quarterly,South,Adult,Good
